"subject" "activities" "variable" "average"
5 "walkdownstairs" "tBodyAcc-mean()-X" 0.293239645212766
5 "walkdownstairs" "tBodyAcc-mean()-Y" -0.0104746757404255
5 "walkdownstairs" "tBodyAcc-mean()-Z" -0.102542530787234
5 "walkdownstairs" "tGravityAcc-mean()-X" 0.958660812340426
5 "walkdownstairs" "tGravityAcc-mean()-Y" -0.061854267512766
5 "walkdownstairs" "tGravityAcc-mean()-Z" 0.0199730554927043
5 "walkdownstairs" "tBodyAccJerk-mean()-X" 0.0889153961829787
5 "walkdownstairs" "tBodyAccJerk-mean()-Y" -0.000167663980851063
5 "walkdownstairs" "tBodyAccJerk-mean()-Z" 0.00404618559361702
5 "walkdownstairs" "tBodyGyro-mean()-X" -0.103701882587234
5 "walkdownstairs" "tBodyGyro-mean()-Y" -0.070618666687234
5 "walkdownstairs" "tBodyGyro-mean()-Z" 0.0785336785531915
5 "walkdownstairs" "tBodyGyroJerk-mean()-X" -0.106726446404255
5 "walkdownstairs" "tBodyGyroJerk-mean()-Y" -0.054032171237234
5 "walkdownstairs" "tBodyGyroJerk-mean()-Z" -0.0275261595234043
5 "walkdownstairs" "tBodyAccMag-mean()" 0.180122692404255
5 "walkdownstairs" "tGravityAccMag-mean()" 0.180122692404255
5 "walkdownstairs" "tBodyAccJerkMag-mean()" -0.0783020370638298
5 "walkdownstairs" "tBodyGyroMag-mean()" -0.228732875319149
5 "walkdownstairs" "tBodyGyroJerkMag-mean()" -0.397658797021277
5 "walkdownstairs" "fBodyAcc-mean()-X" 0.0672658486808511
5 "walkdownstairs" "fBodyAcc-mean()-Y" 0.0856643529148936
5 "walkdownstairs" "fBodyAcc-mean()-Z" -0.385128801276596
5 "walkdownstairs" "fBodyAccJerk-mean()-X" -0.0583849496595745
5 "walkdownstairs" "fBodyAccJerk-mean()-Y" -0.0540148432
5 "walkdownstairs" "fBodyAccJerk-mean()-Z" -0.499473639148936
5 "walkdownstairs" "fBodyGyro-mean()-X" -0.296425135468085
5 "walkdownstairs" "fBodyGyro-mean()-Y" -0.393621630212766
5 "walkdownstairs" "fBodyGyro-mean()-Z" -0.0367665966397872
5 "walkdownstairs" "fBodyAccMag-mean()" 0.114362570702128
5 "walkdownstairs" "fBodyBodyAccJerkMag-mean()" -0.00906728893276596
5 "walkdownstairs" "fBodyBodyGyroMag-mean()" -0.351209615582979
5 "walkdownstairs" "fBodyBodyGyroJerkMag-mean()" -0.45455011212766
5 "walkdownstairs" "tBodyAcc-std()-X" 0.225333073021277
5 "walkdownstairs" "tBodyAcc-std()-Y" 0.100514424848936
5 "walkdownstairs" "tBodyAcc-std()-Z" -0.335750635531915
5 "walkdownstairs" "tGravityAcc-std()-X" -0.952322644893617
5 "walkdownstairs" "tGravityAcc-std()-Y" -0.917994276595745
5 "walkdownstairs" "tGravityAcc-std()-Z" -0.928821489361702
5 "walkdownstairs" "tBodyAccJerk-std()-X" 0.00838390463191489
5 "walkdownstairs" "tBodyAccJerk-std()-Y" 0.0476212948319149
5 "walkdownstairs" "tBodyAccJerk-std()-Z" -0.528948909361702
5 "walkdownstairs" "tBodyGyro-std()-X" -0.455660290617021
5 "walkdownstairs" "tBodyGyro-std()-Y" -0.415801299148936
5 "walkdownstairs" "tBodyGyro-std()-Z" -0.225317567276596
5 "walkdownstairs" "tBodyGyroJerk-std()-X" -0.396842069787234
5 "walkdownstairs" "tBodyGyroJerk-std()-Y" -0.521251522553192
5 "walkdownstairs" "tBodyGyroJerk-std()-Z" -0.0301234260659574
5 "walkdownstairs" "tBodyAccMag-std()" 0.155236349361702
5 "walkdownstairs" "tGravityAccMag-std()" 0.155236349361702
5 "walkdownstairs" "tBodyAccJerkMag-std()" -0.0423083010680851
5 "walkdownstairs" "tBodyGyroMag-std()" -0.362716608870213
5 "walkdownstairs" "tBodyGyroJerkMag-std()" -0.447462345957447
5 "walkdownstairs" "fBodyAcc-std()-X" 0.279935959361702
5 "walkdownstairs" "fBodyAcc-std()-Y" 0.037652699112766
5 "walkdownstairs" "fBodyAcc-std()-Z" -0.362250223829787
5 "walkdownstairs" "fBodyAccJerk-std()-X" -0.0131369677446809
5 "walkdownstairs" "fBodyAccJerk-std()-Y" 0.0877985927855319
5 "walkdownstairs" "fBodyAccJerk-std()-Z" -0.556321793404255
5 "walkdownstairs" "fBodyGyro-std()-X" -0.507849586170213
5 "walkdownstairs" "fBodyGyro-std()-Y" -0.435232818085106
5 "walkdownstairs" "fBodyGyro-std()-Z" -0.370053920851064
5 "walkdownstairs" "fBodyAccMag-std()" -0.00481568052340426
5 "walkdownstairs" "fBodyBodyAccJerkMag-std()" -0.0954761861702128
5 "walkdownstairs" "fBodyBodyGyroMag-std()" -0.485943793617021
5 "walkdownstairs" "fBodyBodyGyroJerkMag-std()" -0.480097125106383
5 "walkupstairs" "tBodyAcc-mean()-X" 0.267485314808511
5 "walkupstairs" "tBodyAcc-mean()-Y" -0.0297447404876596
5 "walkupstairs" "tBodyAcc-mean()-Z" -0.102083475212766
5 "walkupstairs" "tGravityAcc-mean()-X" 0.938914722765957
5 "walkupstairs" "tGravityAcc-mean()-Y" -0.248078617021277
5 "walkupstairs" "tGravityAcc-mean()-Z" -0.0193256586589362
5 "walkupstairs" "tBodyAccJerk-mean()-X" 0.106823761617021
5 "walkupstairs" "tBodyAccJerk-mean()-Y" 0.0391135839489362
5 "walkupstairs" "tBodyAccJerk-mean()-Z" -0.0147404394317021
5 "walkupstairs" "tBodyGyro-mean()-X" 0.094910471106383
5 "walkupstairs" "tBodyGyro-mean()-Y" -0.132653088621277
5 "walkupstairs" "tBodyGyro-mean()-Z" 0.0395555998425532
5 "walkupstairs" "tBodyGyroJerk-mean()-X" -0.145084594170213
5 "walkupstairs" "tBodyGyroJerk-mean()-Y" -0.0739426469308511
5 "walkupstairs" "tBodyGyroJerk-mean()-Z" -0.0488698465170213
5 "walkupstairs" "tBodyAccMag-mean()" 0.0559127839851064
5 "walkupstairs" "tGravityAccMag-mean()" 0.0559127839851064
5 "walkupstairs" "tBodyAccJerkMag-mean()" -0.238739189404255
5 "walkupstairs" "tBodyGyroMag-mean()" -0.243493369519149
5 "walkupstairs" "tBodyGyroJerkMag-mean()" -0.476744640851064
5 "walkupstairs" "fBodyAcc-mean()-X" -0.137878214978723
5 "walkupstairs" "fBodyAcc-mean()-Y" 0.0485109514680851
5 "walkupstairs" "fBodyAcc-mean()-Z" -0.457800248085106
5 "walkupstairs" "fBodyAccJerk-mean()-X" -0.271125797585106
5 "walkupstairs" "fBodyAccJerk-mean()-Y" -0.207318185978723
5 "walkupstairs" "fBodyAccJerk-mean()-Z" -0.605214911914894
5 "walkupstairs" "fBodyGyro-mean()-X" -0.282124193240426
5 "walkupstairs" "fBodyGyro-mean()-Y" -0.51403784893617
5 "walkupstairs" "fBodyGyro-mean()-Z" -0.149106024989362
5 "walkupstairs" "fBodyAccMag-mean()" -0.147100861531915
5 "walkupstairs" "fBodyBodyAccJerkMag-mean()" -0.254566898659574
5 "walkupstairs" "fBodyBodyGyroMag-mean()" -0.405331397446809
5 "walkupstairs" "fBodyBodyGyroJerkMag-mean()" -0.572601737659574
5 "walkupstairs" "tBodyAcc-std()-X" -0.0162386288361702
5 "walkupstairs" "tBodyAcc-std()-Y" 0.156970013859574
5 "walkupstairs" "tBodyAcc-std()-Z" -0.318301269212766
5 "walkupstairs" "tGravityAcc-std()-X" -0.951707014468085
5 "walkupstairs" "tGravityAcc-std()-Y" -0.896032487021277
5 "walkupstairs" "tGravityAcc-std()-Z" -0.923709686808511
5 "walkupstairs" "tBodyAccJerk-std()-X" -0.203090110085106
5 "walkupstairs" "tBodyAccJerk-std()-Y" -0.134850153
5 "walkupstairs" "tBodyAccJerk-std()-Z" -0.635485424042553
5 "walkupstairs" "tBodyGyro-std()-X" -0.461206264255319
5 "walkupstairs" "tBodyGyro-std()-Y" -0.446870228723404
5 "walkupstairs" "tBodyGyro-std()-Z" -0.275252550574468
5 "walkupstairs" "tBodyGyroJerk-std()-X" -0.325269579170213
5 "walkupstairs" "tBodyGyroJerk-std()-Y" -0.629092922978723
5 "walkupstairs" "tBodyGyroJerk-std()-Z" -0.282202090191489
5 "walkupstairs" "tBodyAccMag-std()" -0.114118625446809
5 "walkupstairs" "tGravityAccMag-std()" -0.114118625446809
5 "walkupstairs" "tBodyAccJerkMag-std()" -0.300038878851064
5 "walkupstairs" "tBodyGyroMag-std()" -0.371789242340426
5 "walkupstairs" "tBodyGyroJerkMag-std()" -0.561038854255319
5 "walkupstairs" "fBodyAcc-std()-X" 0.0267986145914894
5 "walkupstairs" "fBodyAcc-std()-Y" 0.136895726670213
5 "walkupstairs" "fBodyAcc-std()-Z" -0.302610231617021
5 "walkupstairs" "fBodyAccJerk-std()-X" -0.20408237112766
5 "walkupstairs" "fBodyAccJerk-std()-Y" -0.113756823187234
5 "walkupstairs" "fBodyAccJerk-std()-Z" -0.66435377
5 "walkupstairs" "fBodyGyro-std()-X" -0.519495783404255
5 "walkupstairs" "fBodyGyro-std()-Y" -0.415362061276596
5 "walkupstairs" "fBodyGyro-std()-Z" -0.389503652978723
5 "walkupstairs" "fBodyAccMag-std()" -0.234659513553191
5 "walkupstairs" "fBodyBodyAccJerkMag-std()" -0.36847127
5 "walkupstairs" "fBodyBodyGyroMag-std()" -0.458117000638298
5 "walkupstairs" "fBodyBodyGyroJerkMag-std()" -0.577461822765957
6 "lay" "tBodyAcc-mean()-X" 0.249073005754386
6 "lay" "tBodyAcc-mean()-Y" -0.0101176916175439
6 "lay" "tBodyAcc-mean()-Z" -0.131558655157895
6 "lay" "tGravityAcc-mean()-X" -0.375596660350877
6 "lay" "tGravityAcc-mean()-Y" 0.882608601385965
6 "lay" "tGravityAcc-mean()-Z" 0.1754859606
6 "lay" "tBodyAccJerk-mean()-X" 0.0963146372631579
6 "lay" "tBodyAccJerk-mean()-Y" -0.00067816758491228
6 "lay" "tBodyAccJerk-mean()-Z" 0.0037662352422807
6 "lay" "tBodyGyro-mean()-X" -0.00826262165789474
6 "lay" "tBodyGyro-mean()-Y" -0.105974099387719
6 "lay" "tBodyGyro-mean()-Z" 0.179373402719298
6 "lay" "tBodyGyroJerk-mean()-X" -0.111319811684211
6 "lay" "tBodyGyroJerk-mean()-Y" -0.0421393182975439
6 "lay" "tBodyGyroJerk-mean()-Z" -0.0708992628421053
6 "lay" "tBodyAccMag-mean()" -0.91951603345614
6 "lay" "tGravityAccMag-mean()" -0.91951603345614
6 "lay" "tBodyAccJerkMag-mean()" -0.955587816491228
6 "lay" "tBodyGyroMag-mean()" -0.910552715438597
6 "lay" "tBodyGyroJerkMag-mean()" -0.956847144035088
6 "lay" "fBodyAcc-mean()-X" -0.940218548421053
6 "lay" "fBodyAcc-mean()-Y" -0.925843046842105
6 "lay" "fBodyAcc-mean()-Z" -0.938386446491228
6 "lay" "fBodyAccJerk-mean()-X" -0.968307719122807
6 "lay" "fBodyAccJerk-mean()-Y" -0.938412517017544
6 "lay" "fBodyAccJerk-mean()-Z" -0.954936791403509
6 "lay" "fBodyGyro-mean()-X" -0.93701560631579
6 "lay" "fBodyGyro-mean()-Y" -0.944505259649123
6 "lay" "fBodyGyro-mean()-Z" -0.934799157192982
6 "lay" "fBodyAccMag-mean()" -0.914334236964912
6 "lay" "fBodyBodyAccJerkMag-mean()" -0.950950629298246
6 "lay" "fBodyBodyGyroMag-mean()" -0.933610235438596
6 "lay" "fBodyBodyGyroJerkMag-mean()" -0.955568891403509
6 "lay" "tBodyAcc-std()-X" -0.935023777842105
6 "lay" "tBodyAcc-std()-Y" -0.926313684105263
6 "lay" "tBodyAcc-std()-Z" -0.924837431578947
6 "lay" "tGravityAcc-std()-X" -0.88816211877193
6 "lay" "tGravityAcc-std()-Y" -0.958595954736842
6 "lay" "tGravityAcc-std()-Z" -0.928938144210526
6 "lay" "tBodyAccJerk-std()-X" -0.967528922807018
6 "lay" "tBodyAccJerk-std()-Y" -0.935862598947368
6 "lay" "tBodyAccJerk-std()-Z" -0.960059462280702
6 "lay" "tBodyGyro-std()-X" -0.956655265789474
6 "lay" "tBodyGyro-std()-Y" -0.946140914385965
6 "lay" "tBodyGyro-std()-Z" -0.941309749122807
6 "lay" "tBodyGyroJerk-std()-X" -0.940615600877193
6 "lay" "tBodyGyroJerk-std()-Y" -0.960453425789474
6 "lay" "tBodyGyroJerk-std()-Z" -0.960766328421053
6 "lay" "tBodyAccMag-std()" -0.899322671403509
6 "lay" "tGravityAccMag-std()" -0.899322671403509
6 "lay" "tBodyAccJerkMag-std()" -0.952864662807018
6 "lay" "tBodyGyroMag-std()" -0.924851479473684
6 "lay" "tBodyGyroJerkMag-std()" -0.955324873157895
6 "lay" "fBodyAcc-std()-X" -0.933384922689474
6 "lay" "fBodyAcc-std()-Y" -0.930989841508772
6 "lay" "fBodyAcc-std()-Z" -0.923265743157895
6 "lay" "fBodyAccJerk-std()-X" -0.969640290701754
6 "lay" "fBodyAccJerk-std()-Y" -0.93746668368421
6 "lay" "fBodyAccJerk-std()-Z" -0.96386771
6 "lay" "fBodyGyro-std()-X" -0.963362634385965
6 "lay" "fBodyGyro-std()-Y" -0.947714006491228
6 "lay" "fBodyGyro-std()-Z" -0.949122207017544
6 "lay" "fBodyAccMag-std()" -0.907083956140351
6 "lay" "fBodyBodyAccJerkMag-std()" -0.954402238596491
6 "lay" "fBodyBodyGyroMag-std()" -0.932289032280702
6 "lay" "fBodyBodyGyroJerkMag-std()" -0.957936490350877
6 "sit" "tBodyAcc-mean()-X" 0.276567411818182
6 "sit" "tBodyAcc-mean()-Y" -0.0145555408563636
6 "sit" "tBodyAcc-mean()-Z" -0.1104307092
6 "sit" "tGravityAcc-mean()-X" 0.931570540363636
6 "sit" "tGravityAcc-mean()-Y" 0.0532602261727273
6 "sit" "tGravityAcc-mean()-Z" 0.0645287851712727
6 "sit" "tBodyAccJerk-mean()-X" 0.0747839123769091
6 "sit" "tBodyAccJerk-mean()-Y" -0.000331494457818182
6 "sit" "tBodyAccJerk-mean()-Z" 0.00460854883890909
6 "sit" "tBodyGyro-mean()-X" -0.0388621861194545
6 "sit" "tBodyGyro-mean()-Y" -0.0900683221278182
6 "sit" "tBodyGyro-mean()-Z" 0.0863235091818182
6 "sit" "tBodyGyroJerk-mean()-X" -0.0985663539636364
6 "sit" "tBodyGyroJerk-mean()-Y" -0.0337669213661818
6 "sit" "tBodyGyroJerk-mean()-Z" -0.0432437045341818
6 "sit" "tBodyAccMag-mean()" -0.949343338727273
6 "sit" "tGravityAccMag-mean()" -0.949343338727273
6 "sit" "tBodyAccJerkMag-mean()" -0.963148202727273
6 "sit" "tBodyGyroMag-mean()" -0.930599613636364
6 "sit" "tBodyGyroJerkMag-mean()" -0.962776948909091
6 "sit" "fBodyAcc-mean()-X" -0.975052001818182
6 "sit" "fBodyAcc-mean()-Y" -0.926876013818182
6 "sit" "fBodyAcc-mean()-Z" -0.935759467818182
6 "sit" "fBodyAccJerk-mean()-X" -0.970973960181818
6 "sit" "fBodyAccJerk-mean()-Y" -0.946990488
6 "sit" "fBodyAccJerk-mean()-Z" -0.954401056727273
6 "sit" "fBodyGyro-mean()-X" -0.932933203818182
6 "sit" "fBodyGyro-mean()-Y" -0.943430651090909
6 "sit" "fBodyGyro-mean()-Z" -0.930645203454545
6 "sit" "fBodyAccMag-mean()" -0.934673718181818
6 "sit" "fBodyBodyAccJerkMag-mean()" -0.947891912909091
6 "sit" "fBodyBodyGyroMag-mean()" -0.923257081454545
6 "sit" "fBodyBodyGyroJerkMag-mean()" -0.951045026909091
6 "sit" "tBodyAcc-std()-X" -0.979993668727273
6 "sit" "tBodyAcc-std()-Y" -0.921475055090909
6 "sit" "tBodyAcc-std()-Z" -0.926480806727273
6 "sit" "tGravityAcc-std()-X" -0.989040428545455
6 "sit" "tGravityAcc-std()-Y" -0.960603070545455
6 "sit" "tGravityAcc-std()-Z" -0.956226084
6 "sit" "tBodyAccJerk-std()-X" -0.969957277272727
6 "sit" "tBodyAccJerk-std()-Y" -0.945295786181818
6 "sit" "tBodyAccJerk-std()-Z" -0.958812978727273
6 "sit" "tBodyGyro-std()-X" -0.952283329090909
6 "sit" "tBodyGyro-std()-Y" -0.943806975818182
6 "sit" "tBodyGyro-std()-Z" -0.936486174727273
6 "sit" "tBodyGyroJerk-std()-X" -0.942836429090909
6 "sit" "tBodyGyroJerk-std()-Y" -0.961530661090909
6 "sit" "tBodyGyroJerk-std()-Z" -0.957906062727273
6 "sit" "tBodyAccMag-std()" -0.930461332545454
6 "sit" "tGravityAccMag-std()" -0.930461332545454
6 "sit" "tBodyAccJerkMag-std()" -0.947579574727273
6 "sit" "tBodyGyroMag-std()" -0.913718337272727
6 "sit" "tBodyGyroJerkMag-std()" -0.948876224909091
6 "sit" "fBodyAcc-std()-X" -0.982354696
6 "sit" "fBodyAcc-std()-Y" -0.923226321090909
6 "sit" "fBodyAcc-std()-Z" -0.926790063272727
6 "sit" "fBodyAccJerk-std()-X" -0.971632353272727
6 "sit" "fBodyAccJerk-std()-Y" -0.947319225090909
6 "sit" "fBodyAccJerk-std()-Z" -0.961929385272727
6 "sit" "fBodyGyro-std()-X" -0.958854516545455
6 "sit" "fBodyGyro-std()-Y" -0.944651924
6 "sit" "fBodyGyro-std()-Z" -0.944855589636364
6 "sit" "fBodyAccMag-std()" -0.938576963636364
6 "sit" "fBodyBodyAccJerkMag-std()" -0.946490757090909
6 "sit" "fBodyBodyGyroMag-std()" -0.922555291818182
6 "sit" "fBodyBodyGyroJerkMag-std()" -0.949637944545455
6 "stand" "tBodyAcc-mean()-X" 0.289097252982456
6 "stand" "tBodyAcc-mean()-Y" -0.0191228704491228
6 "stand" "tBodyAcc-mean()-Z" -0.113996347087719
6 "stand" "tGravityAcc-mean()-X" 0.943825635263158
6 "stand" "tGravityAcc-mean()-Y" -0.235028877719298
6 "stand" "tGravityAcc-mean()-Z" 0.0155740433070175
6 "stand" "tBodyAccJerk-mean()-X" 0.0672497325789474
6 "stand" "tBodyAccJerk-mean()-Y" -0.00514640698736842
6 "stand" "tBodyAccJerk-mean()-Z" -0.00178020503333333
6 "stand" "tBodyGyro-mean()-X" -0.0437522640052632
6 "stand" "tBodyGyro-mean()-Y" -0.0436485539789474
6 "stand" "tBodyGyro-mean()-Z" 0.0825073329824561
6 "stand" "tBodyGyroJerk-mean()-X" -0.0984245778421053
6 "stand" "tBodyGyroJerk-mean()-Y" -0.0343329085964912
6 "stand" "tBodyGyroJerk-mean()-Z" -0.0641827375754386
6 "stand" "tBodyAccMag-mean()" -0.875627885384211
6 "stand" "tGravityAccMag-mean()" -0.875627885384211
6 "stand" "tBodyAccJerkMag-mean()" -0.914962498947368
6 "stand" "tBodyGyroMag-mean()" -0.887791632105263
6 "stand" "tBodyGyroJerkMag-mean()" -0.926798206315789
6 "stand" "fBodyAcc-mean()-X" -0.918171861035088
6 "stand" "fBodyAcc-mean()-Y" -0.853339875192982
6 "stand" "fBodyAcc-mean()-Z" -0.904001185789474
6 "stand" "fBodyAccJerk-mean()-X" -0.922920280701754
6 "stand" "fBodyAccJerk-mean()-Y" -0.892316982631579
6 "stand" "fBodyAccJerk-mean()-Z" -0.934551792280702
6 "stand" "fBodyGyro-mean()-X" -0.888298778070175
6 "stand" "fBodyGyro-mean()-Y" -0.904562624385965
6 "stand" "fBodyGyro-mean()-Z" -0.875625133122807
6 "stand" "fBodyAccMag-mean()" -0.883930202035088
6 "stand" "fBodyBodyAccJerkMag-mean()" -0.900606537894737
6 "stand" "fBodyBodyGyroMag-mean()" -0.884719096315789
6 "stand" "fBodyBodyGyroJerkMag-mean()" -0.924304228596491
6 "stand" "tBodyAcc-std()-X" -0.915451337017544
6 "stand" "tBodyAcc-std()-Y" -0.841631266122807
6 "stand" "tBodyAcc-std()-Z" -0.881036752105263
6 "stand" "tGravityAcc-std()-X" -0.984280994912281
6 "stand" "tGravityAcc-std()-Y" -0.966622155263158
6 "stand" "tGravityAcc-std()-Z" -0.938359833508772
6 "stand" "tBodyAccJerk-std()-X" -0.920123048421053
6 "stand" "tBodyAccJerk-std()-Y" -0.884404088210526
6 "stand" "tBodyAccJerk-std()-Z" -0.940647213157895
6 "stand" "tBodyGyro-std()-X" -0.913515519824561
6 "stand" "tBodyGyro-std()-Y" -0.902679856842105
6 "stand" "tBodyGyro-std()-Z" -0.891557580147368
6 "stand" "tBodyGyroJerk-std()-X" -0.906254727368421
6 "stand" "tBodyGyroJerk-std()-Y" -0.934372976666667
6 "stand" "tBodyGyroJerk-std()-Z" -0.905779659859649
6 "stand" "tBodyAccMag-std()" -0.873496884194737
6 "stand" "tGravityAccMag-std()" -0.873496884194737
6 "stand" "tBodyAccJerkMag-std()" -0.903249844210526
6 "stand" "tBodyGyroMag-std()" -0.873199388070175
6 "stand" "tBodyGyroJerkMag-std()" -0.919614484035088
6 "stand" "fBodyAcc-std()-X" -0.915055546383333
6 "stand" "fBodyAcc-std()-Y" -0.845178363968421
6 "stand" "fBodyAcc-std()-Z" -0.87783357245614
6 "stand" "fBodyAccJerk-std()-X" -0.924340893333333
6 "stand" "fBodyAccJerk-std()-Y" -0.883706006368421
6 "stand" "fBodyAccJerk-std()-Z" -0.945365285087719
6 "stand" "fBodyGyro-std()-X" -0.921724820701754
6 "stand" "fBodyGyro-std()-Y" -0.902392099649123
6 "stand" "fBodyGyro-std()-Z" -0.907788616140351
6 "stand" "fBodyAccMag-std()" -0.887034633596491
6 "stand" "fBodyBodyAccJerkMag-std()" -0.906226460175439
6 "stand" "fBodyBodyGyroMag-std()" -0.887307267719298
6 "stand" "fBodyBodyGyroJerkMag-std()" -0.919246427894737
6 "walk" "tBodyAcc-mean()-X" 0.280261246666667
6 "walk" "tBodyAcc-mean()-Y" -0.0159977104521053
6 "walk" "tBodyAcc-mean()-Z" -0.111950525140351
6 "walk" "tGravityAcc-mean()-X" 0.857199289122807
6 "walk" "tGravityAcc-mean()-Y" -0.130739716491228
6 "walk" "tGravityAcc-mean()-Z" 0.0326689918070175
6 "walk" "tBodyAccJerk-mean()-X" 0.0809523223052632
6 "walk" "tBodyAccJerk-mean()-Y" -0.0160636825
6 "walk" "tBodyAccJerk-mean()-Z" -0.00720551247368421
6 "walk" "tBodyGyro-mean()-X" -0.0257594734333333
6 "walk" "tBodyGyro-mean()-Y" -0.0783251109473684
6 "walk" "tBodyGyro-mean()-Z" 0.0845440571385965
6 "walk" "tBodyGyroJerk-mean()-X" -0.0944604758701754
6 "walk" "tBodyGyroJerk-mean()-Y" -0.0302822263596491
6 "walk" "tBodyGyroJerk-mean()-Z" -0.0532490998649123
6 "walk" "tBodyAccMag-mean()" -0.221433742403509
6 "walk" "tGravityAccMag-mean()" -0.221433742403509
6 "walk" "tBodyAccJerkMag-mean()" -0.25040348154386
6 "walk" "tBodyGyroMag-mean()" -0.326644785157895
6 "walk" "tBodyGyroJerkMag-mean()" -0.368056404368421
6 "walk" "fBodyAcc-mean()-X" -0.244766407175439
6 "walk" "fBodyAcc-mean()-Y" 0.0667773088508772
6 "walk" "fBodyAcc-mean()-Z" -0.533040809824561
6 "walk" "fBodyAccJerk-mean()-X" -0.212949668982456
6 "walk" "fBodyAccJerk-mean()-Y" -0.133822255038596
6 "walk" "fBodyAccJerk-mean()-Z" -0.573640729122807
6 "walk" "fBodyGyro-mean()-X" -0.284686512954386
6 "walk" "fBodyGyro-mean()-Y" -0.387374483035088
6 "walk" "fBodyGyro-mean()-Z" -0.256204230545614
6 "walk" "fBodyAccMag-mean()" -0.255881279122807
6 "walk" "fBodyBodyAccJerkMag-mean()" -0.12455447164386
6 "walk" "fBodyBodyGyroMag-mean()" -0.373859416964912
6 "walk" "fBodyBodyGyroJerkMag-mean()" -0.410990503035088
6 "walk" "tBodyAcc-std()-X" -0.343630989824561
6 "walk" "tBodyAcc-std()-Y" 0.0892940830315789
6 "walk" "tBodyAcc-std()-Z" -0.537399460877193
6 "walk" "tGravityAcc-std()-X" -0.978264964736842
6 "walk" "tGravityAcc-std()-Y" -0.966065412982456
6 "walk" "tGravityAcc-std()-Z" -0.957339084035088
6 "walk" "tBodyAccJerk-std()-X" -0.195641764140351
6 "walk" "tBodyAccJerk-std()-Y" -0.0548391625438596
6 "walk" "tBodyAccJerk-std()-Z" -0.606299584912281
6 "walk" "tBodyGyro-std()-X" -0.477989577368421
6 "walk" "tBodyGyro-std()-Y" -0.377316386315789
6 "walk" "tBodyGyro-std()-Z" -0.422458565263158
6 "walk" "tBodyGyroJerk-std()-X" -0.233866778877193
6 "walk" "tBodyGyroJerk-std()-Y" -0.458099482105263
6 "walk" "tBodyGyroJerk-std()-Z" -0.225584341321053
6 "walk" "tBodyAccMag-std()" -0.314407495614035
6 "walk" "tGravityAccMag-std()" -0.314407495614035
6 "walk" "tBodyAccJerkMag-std()" -0.13549906222807
6 "walk" "tBodyGyroMag-std()" -0.404461006596491
6 "walk" "tBodyGyroJerkMag-std()" -0.408021301087719
6 "walk" "fBodyAcc-std()-X" -0.387802415789474
6 "walk" "fBodyAcc-std()-Y" 0.0310833782005263
6 "walk" "fBodyAcc-std()-Z" -0.579775382631579
6 "walk" "fBodyAccJerk-std()-X" -0.250737369126316
6 "walk" "fBodyAccJerk-std()-Y" -0.0322603688596491
6 "walk" "fBodyAccJerk-std()-Z" -0.637430180350877
6 "walk" "fBodyGyro-std()-X" -0.542907321403509
6 "walk" "fBodyGyro-std()-Y" -0.376955603508772
6 "walk" "fBodyGyro-std()-Z" -0.542489682807018
6 "walk" "fBodyAccMag-std()" -0.457363396666667
6 "walk" "fBodyBodyAccJerkMag-std()" -0.155125804157895
6 "walk" "fBodyBodyGyroMag-std()" -0.537802275614035
6 "walk" "fBodyBodyGyroJerkMag-std()" -0.446658777885965
6 "walkdownstairs" "tBodyAcc-mean()-X" 0.289631743770833
6 "walkdownstairs" "tBodyAcc-mean()-Y" -0.021669984975
6 "walkdownstairs" "tBodyAcc-mean()-Z" -0.112549492708333
6 "walkdownstairs" "tGravityAcc-mean()-X" 0.930625001458333
6 "walkdownstairs" "tGravityAcc-mean()-Y" -0.211992521666667
6 "walkdownstairs" "tGravityAcc-mean()-Z" 0.00112575232791667
6 "walkdownstairs" "tBodyAccJerk-mean()-X" 0.105703319895833
6 "walkdownstairs" "tBodyAccJerk-mean()-Y" -0.0169736998658333
6 "walkdownstairs" "tBodyAccJerk-mean()-Z" -0.00554321781875
6 "walkdownstairs" "tBodyGyro-mean()-X" -0.132602987085417
6 "walkdownstairs" "tBodyGyro-mean()-Y" -0.0101601292604167
6 "walkdownstairs" "tBodyGyro-mean()-Z" 0.0843945689585417
6 "walkdownstairs" "tBodyGyroJerk-mean()-X" -0.0181693022354167
6 "walkdownstairs" "tBodyGyroJerk-mean()-Y" -0.0786764994979167
6 "walkdownstairs" "tBodyGyroJerk-mean()-Z" -0.0428466366395833
6 "walkdownstairs" "tBodyAccMag-mean()" 0.289252193958333
6 "walkdownstairs" "tGravityAccMag-mean()" 0.289252193958333
6 "walkdownstairs" "tBodyAccJerkMag-mean()" 0.0842578468333333
6 "walkdownstairs" "tBodyGyroMag-mean()" -0.00954421142375
6 "walkdownstairs" "tBodyGyroJerkMag-mean()" -0.0958890407083333
6 "walkdownstairs" "fBodyAcc-mean()-X" 0.288103527916667
6 "walkdownstairs" "fBodyAcc-mean()-Y" 0.32327995671875
6 "walkdownstairs" "fBodyAcc-mean()-Z" -0.290693242770833
6 "walkdownstairs" "fBodyAccJerk-mean()-X" 0.121202104397917
6 "walkdownstairs" "fBodyAccJerk-mean()-Y" 0.119462836570833
6 "walkdownstairs" "fBodyAccJerk-mean()-Z" -0.295621477041667
6 "walkdownstairs" "fBodyGyro-mean()-X" 0.0431726964104167
